root_cnpj,cnpj_est,name,date_start,situation,situationDate,state,porte,activity
03701013,03701013000186,FOCO DISTRIBUIDORA E SERVICOS DE LOGISTICA E PLANEJAMENTO ECONONICO LTDA,2000-03-20,Suspensa,2006-07-11,AM,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03701084,03701084000189,CONSTRUTORA BOA UNIAO DE TERESOPOLIS LTDA,2000-02-24,Suspensa,2011-11-03,RJ,MICRO EMPRESA,Construção de edifícios
03701261,03701261000127,EDUCANDARIO VIRGINIA MERANDOLINA LTDA.,2000-03-20,Suspensa,2019-05-17,PE,DEMAIS,Ensino fundamental
03701702,03701702000190,AUPORTE LTDA,2000-02-15,Suspensa,2012-08-21,SE,MICRO EMPRESA,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação"
03701709,03701709000102,V.R.L SERVICOS LTDA,2000-03-17,Suspensa,2009-11-03,SP,MICRO EMPRESA,Atividades de cobrança e informações cadastrais
03701882,03701882000100,COLEGIO FRANCOISE DOLTO S/C LTDA,2000-03-01,Suspensa,2013-11-13,SP,MICRO EMPRESA,Educação infantil - pré-escola
03702026,03702026000170,LUCIENE APARECIDA DO AMARAL,2000-03-09,Suspensa,2007-08-14,MG,MICRO EMPRESA,Comércio varejista de bebidas
03702104,03702104000136,GRALLAB COMERCIO E MANIPULACAO FARMACEUTICA LTDA,2000-03-16,Suspensa,2009-12-30,RJ,MICRO EMPRESA,Comércio varejista de produtos farmacêuticos homeopáticos
03702359,03702359000107,DIRETORIO MUNICIPAL DE TOMBOS - PFL,2000-02-25,Suspensa,2009-08-05,MG,DEMAIS,Atividades de organizações políticas
03702385,03702385000127,LUCI WAILER GEMENES,2000-03-01,Suspensa,2010-07-30,SP,MICRO EMPRESA,Confecção de roupas íntimas
03702440,03702440000189,TURMALUNA S/C LTDA,2000-03-09,Suspensa,2019-02-22,SP,DEMAIS,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
03702565,03702565000109,ELETRO MECANICA CORREGO D ANTAS LTDA,2000-03-03,Suspensa,2015-10-09,RJ,MICRO EMPRESA,Comércio varejista de outros artigos de uso doméstico não especificados anteriormente
03702625,03702625000193,AUTO POSTO PREMIUM DE CAMPINAS LTDA,2000-02-23,Suspensa,2012-04-27,SP,DEMAIS,Comércio varejista de combustíveis para veículos automotores
03702631,03702631000140,FERNANDA ADRIANA DO NASCIMENTO,2000-03-16,Suspensa,2020-05-25,GO,MICRO EMPRESA,Hotéis
03702747,03702747000180,TRANSPORTADORA EXPRESSO JORDY LTDA,2000-03-17,Suspensa,2015-01-18,SP,MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
03702938,03702938000141,EDEMAR JOAO DALTOE,2000-03-03,Suspensa,2017-02-17,SC,MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
03703067,03703067000180,ANGELA MARIA DA SILVA TRINDADE,2000-03-17,Suspensa,2007-06-27,MG,MICRO EMPRESA,Restaurantes e similares
03703356,03703356000180,REMACHI - COMERCIO E NEGOCIOS EMPRESARIAIS LTDA,1999-10-08,Suspensa,2011-01-14,SP,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03703500,03703500000188,EDUCANDARIO ANDREA E SILVA LTDA,2000-03-10,Suspensa,2019-08-02,PE,MICRO EMPRESA,Ensino fundamental
03703722,03703722000109,AMORIM AUTO CAPAS E ESTOFAMENTOS LTDA,2000-03-21,Suspensa,2012-10-19,SP,DEMAIS,"Comércio varejista de artigos de tapeçaria, cortinas e persianas"
03703926,03703926000131,COMERCIAL NIBIS LTDA,2000-02-24,Suspensa,2015-01-18,AL,MICRO EMPRESA,Comércio varejista de artigos de joalheria
03704013,03704013000130,MZ - CONSULTORIA E PARTICIPACOES LTDA,2000-03-15,Suspensa,2006-11-23,RJ,DEMAIS,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03704092,03704092000189,DIRETORIO MUNICIPAL DO PSDB DE SANTA FE DE MINAS,2000-03-21,Suspensa,2008-08-12,MG,DEMAIS,Atividades de organizações políticas
03704272,03704272000160,ADILSON PRUDENTE DE OLIVEIRA,2000-03-10,Suspensa,2011-09-02,RO,MICRO EMPRESA,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
03704479,03704479000135,DONIZETE LUCAS FERREIRA,2000-03-20,Suspensa,2015-01-18,MG,MICRO EMPRESA,Comércio varejista de carnes - açougues
03704532,03704532000106,PEG PAG MIGUELOPOLIS COMERCIO DE CONFECCOES LTDA,2000-02-28,Suspensa,2012-08-31,SP,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03704818,03704818000183,SAVANT COMERCIO E TRANSPORTE LTDA,2000-02-29,Suspensa,2007-05-03,RS,MICRO EMPRESA,Comércio atacadista de leite e laticínios
03704879,03704879000140,MARIDELMA BRASIL DA SILVA,2000-03-09,Suspensa,2009-09-04,RS,MICRO EMPRESA,"Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional"
03704995,03704995000160,HERON BRANDAO SANTOS,2000-01-18,Suspensa,2006-01-05,BA,MICRO EMPRESA,"Aluguel de fitas de vídeo, DVDs e similares"
03705139,03705139000129,RAUL O DIAZ LANGOU,2000-02-28,Suspensa,2015-01-26,AL,DEMAIS,Manutenção e reparação de embarcações para esporte e lazer
03705269,03705269000161,AUTO MECANICA EBENEZER LTDA,2000-03-14,Suspensa,2020-11-06,MG,MICRO EMPRESA,Serviços de manutenção e reparação mecânica de veículos automotores
03705403,03705403000124,ADERIL - ADMINISTRACAO E REFORMAS DE IMOVEIS LTDA,2000-03-21,Suspensa,2012-12-28,BA,MICRO EMPRESA,Corretagem no aluguel de imóveis
03705409,03705409000100,JOSE ALZEMIR DE OLIVEIRA SANTOS,2000-03-22,Suspensa,2011-02-14,PB,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03705457,03705457000190,MARCIA REGIS DA SILVA & CIA LTDA,2000-03-17,Suspensa,2011-05-13,SC,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03705517,03705517000174,JIREH DISTRIBUIDORA DE OVOS LTDA,2000-03-09,Suspensa,2017-01-25,DF,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03705603,03705603000187,NELSON EVARISTO,2000-03-20,Suspensa,2013-04-17,PR,MICRO EMPRESA,Comércio varejista de bebidas
03705672,03705672000190,JOAO BRUNO LORENZ FROTA,2000-03-16,Suspensa,2007-04-20,RS,MICRO EMPRESA,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
03705692,03705692000161,MUNDIAL SISTEMAS LTDA,2000-03-16,Suspensa,2006-07-07,MG,MICRO EMPRESA,Desenvolvimento e licenciamento de programas de computador não customizáveis
03706118,03706118000128,LOJA DO FUTEBOL ARTIGOS ESPORTIVOS LTDA,2000-03-22,Suspensa,2015-01-26,SP,DEMAIS,Comércio varejista de artigos esportivos
03706146,03706146000145,MIRIAN COCENCO CLETO ELETRONICA,2000-03-22,Suspensa,2015-01-18,SP,MICRO EMPRESA,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico
03706190,03706190000155,LEONARDO COUTO NASCIMENTO,2000-03-22,Suspensa,2009-06-25,MG,DEMAIS,Hotéis
03706340,03706340000120,FOLHA CENTRAL LTDA,2000-03-21,Suspensa,2012-11-13,GO,MICRO EMPRESA,"Impressão de livros, revistas e outras publicações periódicas"
03706401,03706401000150,COOPERATIVA MISTA DE TRABALHO E PRODUCAO DOS PROFISSIONAIS EM ARSENAIS LTDA,2000-03-22,Suspensa,2012-04-17,RJ,DEMAIS,Atividades de associações de defesa de direitos sociais
03706509,03706509000142,V. C. SANTOS CURSOS DE IDIOMAS LTDA,2000-03-20,Suspensa,2000-08-25,RJ,MICRO EMPRESA,Ensino de idiomas
03706718,03706718000196,TIRMANI COMERCIO E SERVICOS LTDA,2000-03-02,Suspensa,2017-01-30,RJ,MICRO EMPRESA,Limpeza em prédios e em domicílios
03706778,03706778000109,NOGUEIRA DE CARVALHO PRODUTOS ALIMENTICIOS LTDA,2000-03-14,Suspensa,2012-03-07,RJ,EMPRESA DE PEQUENO PORTE,Fornecimento de alimentos preparados preponderantemente para empresas
03706817,03706817000178,TRATEC REP. ASSISTENCIA TEC. DE MANUTENCAO E AUTOMACAO INDUSTRIAL LTDA,2000-03-21,Suspensa,2018-01-04,AL,MICRO EMPRESA,Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente
03707003,03707003000158,CEREALISTA PRO-LAR LTDA,2000-03-02,Suspensa,2009-08-06,RJ,DEMAIS,Comércio atacadista de produtos alimentícios em geral
03707043,03707043000108,"FPP ADMINISTRACAO, SERVICOS E COMERCIO LTDA",2000-03-20,Suspensa,2007-01-16,PE,MICRO EMPRESA,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos"
03707065,03707065000160,J.F DA CONCEICAO,2000-03-21,Suspensa,2007-03-15,AM,MICRO EMPRESA,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
03707156,03707156000103,JOSE VIEIRA DO COUTO,2000-03-02,Suspensa,2011-01-20,SE,DEMAIS,Comércio varejista de material elétrico
03707376,03707376000129,IMA COMUNICACAO LTDA,2000-03-21,Suspensa,2011-12-30,MG,MICRO EMPRESA,Agências de publicidade
03707391,03707391000177,MENDES & PRUDENTE SERVICOS LTDA,2000-03-23,Suspensa,2019-01-15,MG,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03707407,03707407000141,J. PICCELLI MOGI GUACU,2000-02-10,Suspensa,2012-06-20,SP,MICRO EMPRESA,Comércio varejista de ferragens e ferramentas
03707749,03707749000161,A MONTEIRO DINIZ,2000-03-22,Suspensa,2015-01-18,RN,DEMAIS,Comércio varejista de artigos de óptica
03707831,03707831000196,CZAR LTDA,2000-02-18,Suspensa,2017-10-16,SP,MICRO EMPRESA,"Serviços de organização de feiras, congressos, exposições e festas"
03707853,03707853000156,GAZZE DIGITACOES S/C LTDA,2000-03-20,Suspensa,2019-12-02,SP,MICRO EMPRESA,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
03708093,03708093000100,M K M DE OLIVEIRA,2000-03-21,Suspensa,2015-01-18,RN,MICRO EMPRESA,Comércio varejista de bebidas
03708514,03708514000194,FORTALEZA INDUSTRIA COMERCIO E CONFECCOES LTDA,2000-03-22,Suspensa,2012-12-11,MT,MICRO EMPRESA,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida"
03708525,03708525000174,L. M. LOPES VICENTE,2000-03-02,Suspensa,2009-05-04,SP,MICRO EMPRESA,Comercio varejista de artigos de armarinho
03708648,03708648000105,SUPERMERCADO JANJAO LTDA,2000-03-15,Suspensa,2013-09-27,MG,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03708921,03708921000100,ANGELA MACHADO DE OLIVEIRA GUARUJA,2000-03-03,Suspensa,2007-06-13,SP,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03709070,03709070000101,INSTITUTO DE UROLOGIA CLINICA E CIRURGICA CORREA & CORREA LTDA,2000-03-08,Suspensa,2015-01-18,MG,DEMAIS,Atividade médica ambulatorial restrita a consultas
03709120,03709120000150,AMELIA G DOS SANTOS,2000-03-22,Suspensa,2015-01-18,MA,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03709323,03709323000147,INTERPALCO LTDA,2000-03-16,Suspensa,2018-12-18,RJ,DEMAIS,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
03709459,03709459000157,J.S.G CAFETERIA LTDA,2000-03-23,Suspensa,2013-01-31,SE,MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares"
03709729,03709729000120,MARIA BELMIRA SANTOS DE JESUS,2000-03-21,Suspensa,2019-09-11,BA,MICRO EMPRESA,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento"
03710057,03710057000172,MARIA AMARA DA ORA,2000-03-22,Suspensa,2017-08-09,DF,MICRO EMPRESA,Padaria e confeitaria com predominância de revenda
03710119,03710119000146,ISABEL CRISTINA MARQUES DA SILVA,2000-03-21,Suspensa,2012-06-29,CE,DEMAIS,Comércio varejista de brinquedos e artigos recreativos
03710237,03710237000154,LANCHONETE PRINCESINHA DE IMBARIE LTDA,2000-03-15,Suspensa,2011-02-15,RJ,MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares"
03710287,03710287000131,J & R MATERIAIS DE CONSTRUCAO LTDA,2000-03-17,Suspensa,2012-11-14,SP,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03710409,03710409000190,SOCIEDADE RECREATIVA MURIBEQUENSE,2000-02-25,Suspensa,2011-01-07,SE,DEMAIS,"Clubes sociais, esportivos e similares"
03710724,03710724000117,SILVIO BERTHO GHISI,2000-03-17,Suspensa,2012-09-28,MT,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03710945,03710945000195,SOLANGE DOS ANJOS MARCIANO FONSECA,2000-03-22,Suspensa,2015-01-18,MG,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03710948,03710948000129,THIAGO GUIMARAES GOMES,2000-03-17,Suspensa,2010-02-01,MG,MICRO EMPRESA,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
03711069,03711069000111,MARLENE ADAME,2000-03-20,Suspensa,2011-12-06,SP,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03711123,03711123000129,DIRETORIO MUNICIPAL DO PARTIDO DA FRENTE LIBERAL NANUQUE,2000-02-25,Suspensa,2015-01-18,MG,DEMAIS,Atividades de organizações políticas
03711179,03711179000183,CONSTRUTORA PARREIRA LTDA,2000-03-23,Suspensa,2019-07-05,MG,MICRO EMPRESA,Construção de edifícios
03711480,03711480000197,J F DOS SANTOS MERCADINHO,2000-03-17,Suspensa,2015-01-18,AL,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03711760,03711760000103,ALANNA LAPA DE ALCANTARA MACEDO,2000-03-22,Suspensa,2015-01-18,BA,MICRO EMPRESA,Comércio atacadista de móveis e artigos de colchoaria
03712589,03712589000149,DENISE TAVARES ITANHAEM,2000-03-23,Suspensa,2015-01-14,SP,MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática
03712707,03712707000119,GRAMOVEIS E ELETRO LTDA,2000-03-21,Suspensa,2013-06-25,ES,EMPRESA DE PEQUENO PORTE,Comércio varejista de móveis
03712856,03712856000188,DIRETORIO MUNICIPAL DO PARTIDO DA FRENTE LIBERAL (PFL),1999-03-06,Suspensa,2008-01-16,MG,DEMAIS,Atividades de organizações políticas
03712989,03712989000154,ANDREA CRISTINA PADUANO,2000-03-21,Suspensa,2015-01-18,SP,MICRO EMPRESA,Restaurantes e similares
03713303,03713303000140,MAUNA KEA FUNDO DE APLICACAO EM QUOTAS DE FUNDOS DE INVESTIMENTO,2000-03-24,Suspensa,2005-10-04,SP,DEMAIS,"Fundos de investimento, exceto previdenciários e imobiliários"
03713549,03713549000111,BAR E RESTAURANTE AGROSOL JM LTDA,2000-03-24,Suspensa,2010-04-29,MT,DEMAIS,Restaurantes e similares
03713608,03713608000151,ELAINE CRISTINA FORTES,2000-03-21,Suspensa,2013-04-09,MG,MICRO EMPRESA,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
03713839,03713839000165,CRYPTANTHUS PAISAGISMO LTDA,2000-03-21,Suspensa,2008-06-24,RJ,MICRO EMPRESA,Design de interiores
03714012,03714012000176,P V M ASSESSORIA DE VALORES LTDA.,2000-03-21,Suspensa,2012-09-13,RJ,DEMAIS,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente
03714076,03714076000177,STOCK MIX COMERCIO LTDA,2000-03-01,Suspensa,2018-05-28,BA,MICRO EMPRESA,Comércio varejista de móveis
03714147,03714147000131,BH PAINEIS LTDA,2000-03-16,Suspensa,2010-08-25,MG,MICRO EMPRESA,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos"
03714853,03714853000183,VIVIANE MITIE TANUMA,2000-03-20,Suspensa,2013-06-07,SP,MICRO EMPRESA,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
03714929,03714929000170,PARTIDO PROGRESSISTA BRASILEIRO - PPB,2000-03-16,Suspensa,2020-08-17,SP,DEMAIS,Atividades de organizações políticas
03715065,03715065000101,ROSANGELA RUY,2000-03-17,Suspensa,2015-01-18,SP,MICRO EMPRESA,Comércio varejista de carnes - açougues
03715155,03715155000100,MIXCOUNTER INFORMATICA LTDA,2000-03-20,Suspensa,2015-01-26,SP,MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática
03715320,03715320000116,ELENICE MALVINA GONCALVES BENVENUTTI,2000-03-23,Suspensa,2012-07-25,PR,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03715437,03715437000108,ELISABETE CASALE DA SILVA JAU,2000-02-14,Suspensa,2011-03-30,SP,MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares"
03715736,03715736000134,GEOGRAN - COM.DE GRANITOS LTDA,2000-03-23,Suspensa,2018-01-11,PR,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03716392,03716392000188,MIRENE DA CONCEICAO ANICETO CPF 050.290.956-08,2000-03-23,Suspensa,2018-04-03,MG,MICRO EMPRESA,Comércio varejista de calçados
03716419,03716419000132,J. H. RODRIGUES GONCALVES - LANCHONETE,2000-02-18,Suspensa,2008-01-16,SP,MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares"
03716589,03716589000117,CARLOS RENATO MENEGHETTI,2000-02-21,Suspensa,2008-06-03,SP,MICRO EMPRESA,"Comércio varejista de doces, balas, bombons e semelhantes"
03716656,03716656000101,CREDFLEX COPIADORA LTDA,2000-03-24,Suspensa,2017-06-26,GO,MICRO EMPRESA,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente
03716907,03716907000140,JOAO ROBERTO CORDIOLI,2000-03-22,Suspensa,2011-09-13,SP,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03717010,03717010000130,DANIELA DOCES DE SANTA AMELIA LTDA,2000-03-22,Suspensa,2010-11-05,RJ,MICRO EMPRESA,"Comércio varejista de doces, balas, bombons e semelhantes"
03717610,03717610000107,BC - TEC ENGENHARIA CONSULTORIA E ASSESSORIA TECNICA LTDA,2000-03-24,Suspensa,2010-02-05,RJ,DEMAIS,Serviços de engenharia
03717645,03717645000138,DAVI RODRIGUES NARDI,2000-03-15,Suspensa,2007-07-24,SP,DEMAIS,Comércio varejista de outros produtos não especificados anteriormente
03717776,03717776000115,AQUINO & AQUINO LTDA,2000-03-20,Suspensa,2008-01-25,RS,MICRO EMPRESA,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
03717861,03717861000183,RECANTO DA ESPERANCA,2000-01-21,Suspensa,2009-01-01,SP,DEMAIS,Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente
03717886,03717886000187,JANEIDE IVONETE DA SILVA,2000-03-23,Suspensa,2006-05-29,PE,DEMAIS,Restaurantes e similares
03718128,03718128000183,"DEPOSITO DE BEBIDAS E BAR ANTONIO , LENIRA MARCOS LTDA",1999-07-12,Suspensa,2012-09-25,RJ,MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares"
03718333,03718333000149,CANAL Y IMPORTACAO E EXPORTACAO LTDA,2000-03-15,Suspensa,2012-02-14,SP,DEMAIS,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida"
03718352,03718352000175,CLAUDECI FERNANDES,2000-03-24,Suspensa,2013-03-04,SP,MICRO EMPRESA,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento"
03718385,03718385000115,POSTO SANTA LUZIA LTDA,2000-03-16,Suspensa,2019-07-22,RO,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores
03718393,03718393000161,PAULO CESAR FERRARI,2000-03-13,Suspensa,2007-04-11,SP,MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para veículos automotores
03718423,03718423000130,LEOSER CONSTRUTORA ENGENHARIA LTDA,2000-03-24,Suspensa,2005-10-01,RJ,MICRO EMPRESA,Construção de edifícios
03718866,03718866000120,FEDERACAO DAS COSTUREIRAS DO ESTADO DO RIO DE JANEIRO,2000-03-29,Suspensa,2010-10-08,RJ,DEMAIS,Atividades de organizações sindicais
03718935,03718935000104,APARECIDO DE SOUZA CPF 029.440.978-57,2000-03-17,Suspensa,2010-04-14,MG,MICRO EMPRESA,Comércio varejista de bebidas
03718979,03718979000126,CARMEN ANDREA PEREZ TADEU,2000-03-17,Suspensa,2010-08-04,SP,DEMAIS,Comércio varejista de outros produtos não especificados anteriormente
03719045,03719045000109,RIOS COMERCIO E SERVICOS LTDA,2000-03-17,Suspensa,2006-11-23,BA,MICRO EMPRESA,Comércio varejista de artigos de joalheria
03719215,03719215000155,CASSANNA LOG SERVIOS LTDA,2000-03-22,Suspensa,2018-06-12,BA,DEMAIS,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
03719287,03719287000100,ELISABETH DE OLIVEIRA CARDOSO ZANDONA,2000-03-27,Suspensa,2009-11-30,SP,MICRO EMPRESA,"Comércio varejista de artigos de caça, pesca e camping"
03719436,03719436000123,EVARISTO E MAGALDI LTDA,2000-03-27,Suspensa,2008-08-01,MG,MICRO EMPRESA,Comércio varejista de artigos médicos e ortopédicos
03719441,03719441000136,KEYLA DUARTE BORGES,2000-03-28,Suspensa,2010-04-14,MG,MICRO EMPRESA,"Comércio varejista de doces, balas, bombons e semelhantes"
03719675,03719675000183,IMPORTRACTO PECAS E TRATORES LTDA,2000-02-23,Suspensa,2018-09-03,MG,MICRO EMPRESA,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças"
03719788,03719788000189,JOAQUINA DE JESUS SANTOS,1987-06-22,Suspensa,2009-05-15,GO,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03719818,03719818000157,KARINE BATISTA PEREIRA,2000-03-29,Suspensa,2010-10-18,RS,MICRO EMPRESA,Comercio varejista de artigos de armarinho
03719832,03719832000150,BERENICE DA SILVA,2000-03-24,Suspensa,2015-01-18,MG,DEMAIS,Comércio varejista de bebidas
03720361,03720361000109,MANUEL ALEX CARNEIRO DE OLIVEIRA-REPRESENTACOES,2000-03-24,Suspensa,2011-03-22,BA,MICRO EMPRESA,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
03720443,03720443000145,INDUSTRIAL PUBLICIDADE E EVENTOS LTDA,2000-03-21,Suspensa,2009-06-26,MT,MICRO EMPRESA,Atividades de rádio
03720528,03720528000123,GALUCIO & SOUZA S/C LTDA,2000-03-10,Suspensa,2020-09-11,PA,MICRO EMPRESA,Educação infantil - pré-escola
03720747,03720747000102,ZULMIRA SIQUEIRA SOARES,2000-03-21,Suspensa,2008-12-15,CE,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03720750,03720750000126,MOTO ATIVA LTDA,2000-03-28,Suspensa,2020-09-05,MG,MICRO EMPRESA,Comércio por atacado de peças e acessórios para motocicletas e motonetas
03720903,03720903000135,C.G.M. EMPREENDIMENTOS LTDA,2000-03-28,Suspensa,2010-04-26,RJ,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03721192,03721192000113,OSWALDO BORGES E CIA LTDA,2000-03-27,Suspensa,2015-01-18,MG,DEMAIS,"Lanchonetes, casas de chá, de sucos e similares"
03721277,03721277000100,MAURILIO FERREIRA ARACATUBA,2000-03-24,Suspensa,2009-04-02,SP,MICRO EMPRESA,Comércio varejista de tintas e materiais para pintura
03721361,03721361000115,R. BUENO DE SOUZA QUIOSQUE,2000-03-17,Suspensa,2006-09-06,SP,MICRO EMPRESA,Serviços ambulantes de alimentação
03721423,03721423000199,JL RESTAURANTE LTDA,2000-03-16,Suspensa,2016-08-19,DF,MICRO EMPRESA,Restaurantes e similares
03721482,03721482000167,G.D. PASSAGENS E TURISMO LTDA,2000-03-17,Suspensa,2019-03-21,ES,MICRO EMPRESA,Agências de viagens
03721515,03721515000179,JOSE ROBERTO DIONISIO,2000-03-28,Suspensa,2009-09-28,MG,MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
03721634,03721634000121,M. DE FATIMA TABOSA,2000-03-23,Suspensa,2014-08-13,CE,MICRO EMPRESA,Comércio varejista de artigos de óptica
03721804,03721804000178,JD JANDIRA MATERIAIS DE CONSTRUCAO LTDA,2000-02-15,Suspensa,2015-01-26,SP,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03722056,03722056000148,LIECE SIQUEIRA COSTA,2000-03-27,Suspensa,2007-02-15,RJ,MICRO EMPRESA,Comércio varejista de bebidas
03722068,03722068000172,OLE MIDIA LTDA,2000-03-30,Suspensa,2013-04-02,RJ,DEMAIS,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação"
03722124,03722124000179,MATADOURO SANTA IZABEL LTDA,2000-03-23,Suspensa,2012-03-06,RS,EMPRESA DE PEQUENO PORTE,"Matadouro - abate de reses sob contrato, exceto abate de suínos"
03722356,03722356000127,LEONILDO MENDES DIAS JACAREI,2000-03-02,Suspensa,2007-04-01,SP,MICRO EMPRESA,Comércio varejista de bebidas
03722601,03722601000104,EMPRESA BRASILEIRA DE SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA,2000-03-28,Suspensa,2010-08-20,SP,MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática
03722703,03722703000111,MARITA SANTOS DE OLIVEIRA,2000-03-24,Suspensa,2015-01-18,BA,MICRO EMPRESA,Comércio varejista de carnes - açougues
03722751,03722751000100,SOMAR DISTRIBUIDORA DE ALIMENTOS LTDA,2000-03-28,Suspensa,2014-01-20,MG,MICRO EMPRESA,Comércio atacadista de produtos alimentícios em geral
03722926,03722926000189,PALMER SIMILE FABRICACAO E REFORMA DE EMBALAGENS AUTOMOTIVAS LTDA,2000-03-27,Suspensa,2013-02-05,MG,DEMAIS,Fabricação de embalagens metálicas
03723184,03723184000106,NASCIMENTO CLINICA DE GINECOLOGIA E OBSTETRICIA LTDA,2000-03-24,Suspensa,2015-01-18,BA,MICRO EMPRESA,Atividade médica ambulatorial restrita a consultas
03723331,03723331000148,K. TSUKAMOTO,2000-02-04,Suspensa,2008-05-06,SP,MICRO EMPRESA,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet"
03723510,03723510000185,MJ ALBUQUERQUE SUPERMERCADOS EIRELI,2000-03-09,Suspensa,2016-01-25,MG,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03723628,03723628000103,PROMOPANO INDUSTRIA E COMERCIO LTDA,2000-03-27,Suspensa,2012-02-02,CE,MICRO EMPRESA,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida"
